month_date,hires,pct_of_baseline,usable
2016-02-01,11977,56.7,TRUE
2016-03-01,13629,64.6,TRUE
2016-04-01,16747,79.3,TRUE
2016-05-01,15823,75,TRUE
2016-06-01,17579,83.3,TRUE
2016-07-01,14496,68.7,TRUE
2016-08-01,8587,40.7,TRUE
2016-09-01,22398,106.1,TRUE
2016-10-01,17631,83.5,TRUE
2016-11-01,13669,64.8,TRUE
2016-12-01,9224,43.7,TRUE
2017-01-01,28570,135.4,TRUE
2017-02-01,12860,60.9,TRUE
2017-03-01,16092,76.2,TRUE
2017-04-01,16920,80.2,TRUE
2017-05-01,18045,85.5,TRUE
2017-06-01,19143,90.7,TRUE
2017-07-01,16457,78,TRUE
2017-08-01,9155,43.4,TRUE
2017-09-01,23992,113.7,TRUE
2017-10-01,18480,87.6,TRUE
2017-11-01,15085,71.5,TRUE
2017-12-01,9607,45.5,TRUE
2018-01-01,29111,137.9,TRUE
2018-02-01,13993,66.3,TRUE
2018-03-01,17543,83.1,TRUE
2018-04-01,17980,85.2,TRUE
2018-05-01,20194,95.7,TRUE
2018-06-01,21335,101.1,TRUE
2018-07-01,17768,84.2,TRUE
2018-08-01,10116,47.9,TRUE
2018-09-01,25675,121.6,TRUE
2018-10-01,21880,103.7,TRUE
2018-11-01,16657,78.9,TRUE
2018-12-01,10716,50.8,TRUE
2019-01-01,28471,134.9,TRUE
2019-02-01,16394,77.7,TRUE
2019-03-01,17647,83.6,TRUE
2019-04-01,19568,92.7,TRUE
2019-05-01,20712,98.1,TRUE
2019-06-01,21715,102.9,TRUE
2019-07-01,19718,93.4,TRUE
2019-08-01,10404,49.3,TRUE
2019-09-01,26934,127.6,TRUE
2019-10-01,22128,104.8,TRUE
2019-11-01,17464,82.7,TRUE
2019-12-01,11541,54.7,TRUE
2020-01-01,27559,130.6,TRUE
2020-02-01,15582,73.8,TRUE
2020-03-01,14152,67.1,TRUE
2020-04-01,7699,36.5,TRUE
2020-05-01,11345,53.8,TRUE
2020-06-01,18985,89.9,TRUE
2020-07-01,18669,88.5,TRUE
2020-08-01,11131,52.7,TRUE
2020-09-01,27300,129.3,TRUE
2020-10-01,20795,98.5,TRUE
2020-11-01,15297,72.5,TRUE
2020-12-01,10248,48.6,TRUE
2021-01-01,26045,123.4,TRUE
2021-02-01,14101,66.8,TRUE
2021-03-01,16415,77.8,TRUE
2021-04-01,16791,79.6,TRUE
2021-05-01,21819,103.4,TRUE
2021-06-01,25177,119.3,TRUE
2021-07-01,21438,101.6,TRUE
2021-08-01,12406,58.8,TRUE
2021-09-01,30297,143.5,TRUE
2021-10-01,23724,112.4,TRUE
2021-11-01,20952,99.3,TRUE
2021-12-01,13063,61.9,TRUE
2022-01-01,28591,135.5,TRUE
2022-02-01,17526,83,TRUE
2022-03-01,20778,98.4,TRUE
2022-04-01,22314,105.7,TRUE
2022-05-01,23743,112.5,TRUE
2022-06-01,23504,111.4,TRUE
2022-07-01,21856,103.6,TRUE
2022-08-01,11738,55.6,TRUE
2022-09-01,29337,139,TRUE
2022-10-01,23592,111.8,TRUE
2022-11-01,19105,90.5,TRUE
2022-12-01,12319,58.4,TRUE
2023-01-01,26602,126,TRUE
2023-02-01,16521,78.3,TRUE
2023-03-01,20642,97.8,TRUE
2023-04-01,20666,97.9,TRUE
2023-05-01,21683,102.7,TRUE
2023-06-01,21435,101.6,TRUE
2023-07-01,20288,96.1,TRUE
2023-08-01,10773,51,TRUE
2023-09-01,25914,122.8,TRUE
2023-10-01,21788,103.2,TRUE
2023-11-01,17797,84.3,TRUE
2023-12-01,11433,54.2,TRUE
2024-01-01,24442,115.8,TRUE
2024-02-01,15600,73.9,TRUE
2024-03-01,17698,83.9,TRUE
2024-04-01,20704,98.1,TRUE
2024-05-01,17896,84.8,TRUE
2024-06-01,18074,85.6,TRUE
2024-07-01,18224,86.3,TRUE
2024-08-01,9484,44.9,TRUE
2024-09-01,22496,106.6,TRUE
2024-10-01,18684,88.5,TRUE
2024-11-01,15025,71.2,TRUE
2024-12-01,9564,45.3,TRUE
2025-01-01,19318,91.5,FALSE
2025-02-01,13150,62.3,FALSE
2025-03-01,14053,66.6,FALSE
2025-04-01,15064,71.4,FALSE
2025-05-01,14723,69.8,FALSE
2025-06-01,13922,66,FALSE
2025-07-01,13626,64.6,FALSE
2025-08-01,6545,31,FALSE
2025-09-01,14531,68.8,FALSE
2025-10-01,11324,53.7,FALSE
2025-11-01,8547,40.5,FALSE
2025-12-01,4917,23.3,FALSE
2026-01-01,6266,29.7,FALSE
2026-02-01,3824,18.1,FALSE
2026-03-01,2403,11.4,FALSE
2026-04-01,885,4.2,FALSE
